,offer_id,product_id,category,cents_required,allows_multitransaction,start_date,end_date,duration,brands
7910,01G7WBY8GCWVRH11TWDWDAD3CY,17191592685385398836,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
33763,01GAPAMA1DZGADHCR438PXWQSB,14697413873601189919,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
35529,01GAPP8YMCMDZ1NG20B424G1JZ,4998269484378476664,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
29051,01GAP0B4W3GGS8Y52QPZY8PPVT,12521733715997945931,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
23242,01G5S59TM9VZ1C61C4T4AERKD4,6854427638530697629,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
30815,01GAP87DXVP527JNEGTSJ0FBX3,11403643283942968381,BABY,6000.0,True,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
20230,01G5QDEZ7CP0BKTKRCS0JT3VNB,5426342962643458925,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,11021339065701790727
32614,01GAP9YGGRQCX7JVZPE73T595T,6340585421908100971,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
6252,01G7W500N37XFZ30X0E5HQ2JV9,1496109885839707300,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
40086,01GAS0RF2651QV5F62VGVHECQ1,16995278789085798842,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
36599,01GAPY4KR3EBNBN0419PE1CPYD,2033350837406630294,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,40,13388685157089796813
10493,01G7WH06537QAZM4T1DXAYKV0M,18341697691731679206,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13774051611309538603
37395,01GAPZ2K1K3QNA9FWX1N9N03SH,13329917311772570418,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
21873,01G5S2SD5KHGT1K5XVPRMHENNB,13436095353272403589,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
22862,01G5S56GABX4HRVW6G3ERPJBDY,1979576069980057867,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
6950,01G7W5TD65VZXFNBG3QF018PY7,12806268930046632080,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
3645,01G7W3TCRX5EYH17HFT0YW2VNY,9850154336581315414,BABY,6000.0,True,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,1762597501371776412
22926,01G5S56GABX4HRVW6G3ERPJBDY,270317982505645655,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
12133,01G5EPJCAZKKJJYRNMCHE40894,12917397140151945732,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,11548329967324919662
17240,01G5PWHCYQ7K8A319ABMD4Q8JY,16997595890937549945,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
23397,01G5S5CVD7HK2XK1Y9WYZ4KXV3,15541662371692969126,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
37390,01GAPZ2K1K3QNA9FWX1N9N03SH,7377343859730040626,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
16931,01G5PWHCYQ7K8A319ABMD4Q8JY,18157635143618476941,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
12901,01G5EYJZCDTXN8C5J4MAEK3X5A,12066674343908899731,HOUSEHOLD,,True,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,62,11021339065701790727
35536,01GAPP8YMCMDZ1NG20B424G1JZ,18075539597410205402,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
31916,01GAP9YGGRQCX7JVZPE73T595T,13291102991151569195,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
38774,01GARZFMVE1AA9W6TD18RFPW8S,326693384093450612,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
11022,01G7WHF2TDXQ4XHEKHR6BM51NY,13391146315548395099,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13774051611309538603
12278,01G5EY6RFAZJJD09V2D708G8Q5,1760819314110166357,HOUSEHOLD,,True,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,62,11021339065701790727
31264,01GAP87DXVP527JNEGTSJ0FBX3,4317166332705463825,BABY,6000.0,True,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
13344,01G5PVXWZ4GZ5CX8XD6A24DMVP,11575422534419891797,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
37714,01GART7SYMZTH435MQ3X7T44K2,15198069741378756556,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,3447117117351085285
38367,01GARZ23W1DQAYVPJGZNX6WPM5,13109875241531932827,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
38752,01GARZFMVE1AA9W6TD18RFPW8S,3512327791427160592,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
12486,01G5EYBJMRNWKR7QBFQEA389D5,9944154681085870897,HOUSEHOLD,,True,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,62,11021339065701790727
21274,01G5S2P2A6RAFQ5TXHWB74FP3P,9651214306171732935,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
17843,01G5PWX9YS3ZTZ87EEVY70KVX6,7582239732862656780,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
31832,01GAP87DXVP527JNEGTSJ0FBX3,15144787418637393655,BABY,6000.0,True,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
16904,01G5PWHCYQ7K8A319ABMD4Q8JY,13518278921939960332,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
39457,01GARZXJWAANTS6YFBYJWHHYYJ,10213540615403737524,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
23382,01G5S5CVD7HK2XK1Y9WYZ4KXV3,16607220882033499378,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
34890,01GAPHKJSDVHGXHZ8FBC2G4SVA,1690019131199681990,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
26360,01GA9BQM6ND8F98BZJXV0WWZ4K,13331145297385829022,PERSONAL_CARE,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,31,1279604269096745345
46424,01G54R522KP6C8N7PRHESNNNM2,18212138507372045850,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,16209527524158134138
16258,01G5PWD1B0124QR8E3XW9Z4ZAK,14929031252135987496,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
48460,01G5EPF91WCK91YJC7YDGY4961,17880421690922606350,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,11548329967324919662
32007,01GAP9YGGRQCX7JVZPE73T595T,15276520321545935043,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
20905,01G5S2GENHBACRY9FYYDRMJBG1,14938996718357401396,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
32077,01GAP9YGGRQCX7JVZPE73T595T,8557762944572477168,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
41019,01GAS5A9Q15JJXNYC0A3QSD328,10722497009221531017,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,3447117117351085285
46589,01G5EMZP9YTZXG77J15RT1B6SB,10946902114623269254,HOUSEHOLD,3000.0,True,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,62,11548329967324919662
44128,01G52SG58P1SPTA5SXS0179012,12967539600444172621,PERSONAL_CARE,,False,2022-07-01 00:00:00.000,2022-07-15 23:59:59.999,31,13774051611309538603
28183,01GAM26T4N4C2SPFJDMS6XRBHV,5480150391700417372,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11021339065701790727
34029,01GAPAMA1DZGADHCR438PXWQSB,14789122244228144904,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
15314,01G5PW8MQYBT5Z12S486D8B0DX,13648517753581044972,BABY,6000.0,True,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,1762597501371776412
13736,01G5PVXWZ4GZ5CX8XD6A24DMVP,17647285502174090354,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
35845,01GAPX6RJE80ZY4Z87WGXKSDEC,15688935077512047158,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
19026,01G5Q7VWVGP7M2KT265MF7PXBM,13663807880347436956,HOUSEHOLD,1000.0,True,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,62,3447117117351085285
7217,01G7W63JCT3X53B593WB0FMFTW,14566905242584387456,BABY,3000.0,True,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
29699,01GAP4SPAR80VPTB459X1677C4,7121540687684047238,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
34979,01GAPHKJSDVHGXHZ8FBC2G4SVA,3966862072414340223,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
33266,01GAPAMA1DZGADHCR438PXWQSB,1909003216442092511,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
46505,01G54R522KP6C8N7PRHESNNNM2,16200636984712737438,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,16209527524158134138
33228,01GAPAMA1DZGADHCR438PXWQSB,9312024629472367747,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
8471,01G7WC4W8P6PXNZBZMRTXJR2H7,2247371813848308292,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
22809,01G5S56GABX4HRVW6G3ERPJBDY,5210243534690252419,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
4764,01G7W495NECERZZGHSNGHDB62S,7277816402483542865,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
38658,01GARZFMVE1AA9W6TD18RFPW8S,4941325473333024649,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
46727,01G5EMZP9YTZXG77J15RT1B6SB,16607759305186287882,HOUSEHOLD,3000.0,True,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,62,11548329967324919662
23763,01G5S5CVD7HK2XK1Y9WYZ4KXV3,14259292662360754034,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
46030,01G54M5YD95F4QRDWNQTM88SAK,3592339295863117175,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,16209527524158134138
47639,01G5EN6BETJYC0WNG4HWH9QG83,5644490954437947862,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,11548329967324919662
13429,01G5PVXWZ4GZ5CX8XD6A24DMVP,18157635143618476941,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
13058,01G5PVXWZ4GZ5CX8XD6A24DMVP,16036960944875266710,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
2040,01G7D22R0H77BYDK2AXB003HDM,11130586036576874720,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,3447117117351085285
45286,01G52TD1K8595ZHFWSTZKGKVMD,15440809610677780205,PERSONAL_CARE,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,1279604269096745345
24458,01G8XJHT2XSGJVRSJZQ8WPSMWF,3070677196838998505,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,1279604269096745345
5028,01G7W495NECERZZGHSNGHDB62S,10721463436196401869,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
42233,01G52R794TQ4903FMBZJSKTBTP,2008318894336856751,PERSONAL_CARE,2000.0,True,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13774051611309538603
13649,01G5PVXWZ4GZ5CX8XD6A24DMVP,7579019206134750949,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
18443,01G5Q6ZJHHWYV8AAQWB77X6BG7,15383268802306588216,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,3447117117351085285
31020,01GAP87DXVP527JNEGTSJ0FBX3,14562397310773160562,BABY,6000.0,True,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
18881,01G5Q77KWDSRP2MGBV4NENSP3T,14943601462202167679,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,3447117117351085285
1979,01G7D27XZRNKDHQPM0MPM2TW5N,3152255296763525629,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,3447117117351085285
35731,01GAPWSEHKKMYW7P7ZTFEDW59A,16517529064751113158,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
5096,01G7W495NECERZZGHSNGHDB62S,7420994659533944526,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
3609,01G7W3TCRX5EYH17HFT0YW2VNY,328282720422826485,BABY,6000.0,True,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,1762597501371776412
43276,01G52RJKW6W8797K1AQTVY8KRH,9287349654692863488,PERSONAL_CARE,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,60,13774051611309538603
13192,01G5PVXWZ4GZ5CX8XD6A24DMVP,8150943920339431034,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
25822,01GA6PXDXQD07T52G65KHVH8MZ,5871423042645780287,PERSONAL_CARE,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13774051611309538603
24503,01G8XJTZ5QG0MN16V4S2FNRD0R,4076701188111350815,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,1279604269096745345
10071,01G7WGQY9W5CDWPM4A2R5HH3ZG,11222555891767048001,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13774051611309538603
43934,01G52SCVFDM1Q0G8CQSDHY66TN,5001310608897907225,PERSONAL_CARE,,False,2022-07-01 00:00:00.000,2022-07-12 23:59:59.999,31,13774051611309538603
3145,01G7D37SGZGFTFQVHD4SJZC0Z0,17064196988598901081,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,11021339065701790727
34137,01GAPAMA1DZGADHCR438PXWQSB,8019189997633377477,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
3342,01G7W3TCRX5EYH17HFT0YW2VNY,8917469037132727327,BABY,6000.0,True,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,1762597501371776412
14465,01G5PW8MQYBT5Z12S486D8B0DX,10418096192768067372,BABY,6000.0,True,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,1762597501371776412
20084,01G5QDEZ7CP0BKTKRCS0JT3VNB,4098680695843543232,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,11021339065701790727
18020,01G5Q6NR7SNJ1795C984V437TT,15439860213975730210,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,3447117117351085285
35460,01GAPP8YMCMDZ1NG20B424G1JZ,2498934913567843396,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
6046,01G7W500N37XFZ30X0E5HQ2JV9,7277816402483542865,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
28042,01GAKWG9GEBSE1BB2Y6CE49FJB,1523811924546152654,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11021339065701790727
32322,01GAP9YGGRQCX7JVZPE73T595T,4292952460024218508,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
13241,01G5PVXWZ4GZ5CX8XD6A24DMVP,3119991371260791005,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
41411,01G52Q8XSRZTAYFYFPVE7XBP0Z,2514618380645162280,PERSONAL_CARE,3000.0,True,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,6966397462150644289
4744,01G7W495NECERZZGHSNGHDB62S,17336877343152640254,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
39264,01GARZXJWAANTS6YFBYJWHHYYJ,8183318686399772472,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
44501,01G52SPGG3CGBXQSBA991PDC24,9902953973797445486,PERSONAL_CARE,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13774051611309538603
20407,01G5S24SGT99DB9XTH9T063QYM,16329253156298333872,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,40,13388685157089796813
3841,01G7W3TCRX5EYH17HFT0YW2VNY,2376224319758645691,BABY,6000.0,True,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,1762597501371776412
24126,01G7CP5GY0X5WZJW2HNCG4VH6A,2842300560483326648,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,11548329967324919662
24518,01G8XJTZ5QG0MN16V4S2FNRD0R,14356951080394798860,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,1279604269096745345
1987,01G7D27XZRNKDHQPM0MPM2TW5N,4604823186464379779,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,3447117117351085285
5799,01G7W4WWWA5NB1EY6RSECXZ3E5,17289910648355937708,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,40,13388685157089796813
26463,01GA9CE677Y84CEF5RC4RE27RY,9653252274845209084,PERSONAL_CARE,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,14959283507241671213
38109,01GARZ23W1DQAYVPJGZNX6WPM5,12453689737110829742,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
33736,01GAPAMA1DZGADHCR438PXWQSB,12528780995281290009,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
36591,01GAPY4KR3EBNBN0419PE1CPYD,10611681816784456130,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,40,13388685157089796813
33941,01GAPAMA1DZGADHCR438PXWQSB,9897830102918498203,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
26609,01GA9E6QFK6264EF5T1TVPH2VD,5888907230170723914,PERSONAL_CARE,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1279604269096745345
20332,01G5S24SGT99DB9XTH9T063QYM,3657138906465190655,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,40,13388685157089796813
383,01G7CPWNPXQZSYHKJNP2KB9R8P,2233909669928240320,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,11548329967324919662
45483,01G52THQVV26AR6HJ7XZT1DFX8,3608885558057938786,PERSONAL_CARE,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,1279604269096745345
29326,01GAP0F3SX6Y3D0QKASDV66811,12224649917104317189,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
9616,01G7WG25S0Y0F9ZTDBAC8JRJDY,8342646462277753661,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,60,13774051611309538603
47983,01G5ENBMS8Z4YZYPZEGEXSRQNA,8096988920680895615,HOUSEHOLD,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,11548329967324919662
42533,01G52R794TQ4903FMBZJSKTBTP,8771586086085076414,PERSONAL_CARE,2000.0,True,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13774051611309538603
15704,01G5PWD1B0124QR8E3XW9Z4ZAK,1008682012639093272,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
26898,01GA9FPC9TCEFAE7KA9P6SQ1WJ,7914389582445533201,PERSONAL_CARE,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,6966397462150644289
1289,01G7CP887FW1F5WQGYBF1CN2DJ,12521733715997945931,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,11548329967324919662
39893,01GAS4AY2AAX007T3MBWFACH0M,10026691843472289527,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,3447117117351085285
28867,01GAP0B4W3GGS8Y52QPZY8PPVT,15968782098086951600,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
30959,01GAP87DXVP527JNEGTSJ0FBX3,17650526364040650471,BABY,6000.0,True,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
35357,01GAPP8YMCMDZ1NG20B424G1JZ,5104083724753437902,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
20296,01G5S24SGT99DB9XTH9T063QYM,5276221056682032968,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,40,13388685157089796813
42608,01G52R794TQ4903FMBZJSKTBTP,12178013928052696240,PERSONAL_CARE,2000.0,True,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13774051611309538603
135,01G7CPS77PGBYRE3XCW9HEEZPZ,14978767361823211514,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,11548329967324919662
13598,01G5PVXWZ4GZ5CX8XD6A24DMVP,5952523000460662992,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
25480,01GA6N52A0PD6Z6ZJ00YZV8JZ5,2061962745457452419,PERSONAL_CARE,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,60,13774051611309538603
43348,01G52RJKW6W8797K1AQTVY8KRH,11192990771845857085,PERSONAL_CARE,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,60,13774051611309538603
5060,01G7W495NECERZZGHSNGHDB62S,14556335496060698461,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
31993,01GAP9YGGRQCX7JVZPE73T595T,13007100385642248233,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
36322,01GAPXSQFP112GQZ13TMG391AK,1474825461433784533,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,40,13388685157089796813
16911,01G5PWHCYQ7K8A319ABMD4Q8JY,5147072307491163910,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
41225,01G52Q236FFFD05YQQJ876M5Z6,2514618380645162280,PERSONAL_CARE,,False,2022-07-01 00:00:00.000,2022-08-01 23:59:59.999,30,6966397462150644289
14177,01G5PVXWZ4GZ5CX8XD6A24DMVP,5440097928668822518,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
32504,01GAP9YGGRQCX7JVZPE73T595T,9684757495861074572,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,1762597501371776412
4974,01G7W495NECERZZGHSNGHDB62S,17662255462041196046,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
35689,01GAPVNMSX6Z6QQSVD5SZJ9Y34,8340108288079824155,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,13388685157089796813
27149,01GAHAEN02XXQABEXHER1YPBJW,2742446927720524925,BABY,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,16209527524158134138
24622,01G8XGBM8M6CBHZ5GZYS9XXPEW,17298653524687478372,PERSONAL_CARE,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,1279604269096745345
29053,01GAP0B4W3GGS8Y52QPZY8PPVT,1098676350640188554,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,11548329967324919662
23851,01G5S5JTN7GX0WADRJK1DXMZK1,6709574824663471553,BABY,,False,2022-07-01 00:00:00.000,2022-07-31 23:59:59.999,31,13388685157089796813
4644,01G7W495NECERZZGHSNGHDB62S,11341008168913915858,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
111,01G7CPWNPXQZSYHKJNP2KB9R8P,5403098722643471152,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,11548329967324919662
4004,01G7W3TCRX5EYH17HFT0YW2VNY,12168050763621442693,BABY,6000.0,True,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,1762597501371776412
5787,01G7W4WWWA5NB1EY6RSECXZ3E5,546320033232840199,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,40,13388685157089796813
40689,01GAS5A9Q15JJXNYC0A3QSD328,11660078259364559997,HOUSEHOLD,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,30,3447117117351085285
23984,01G7CP5GY0X5WZJW2HNCG4VH6A,17080544716247587819,HOUSEHOLD,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,11548329967324919662
6644,01G7W5TD65VZXFNBG3QF018PY7,4056743168418295972,BABY,,False,2022-08-01 00:00:00.000,2022-08-31 23:59:59.999,31,13388685157089796813
25486,01GA6N52A0PD6Z6ZJ00YZV8JZ5,16083421024742456528,PERSONAL_CARE,,False,2022-09-01 00:00:00.000,2022-09-30 23:59:59.999,60,13774051611309538603
16796,01G5PWHCYQ7K8A319ABMD4Q8JY,6256636748726803577,BABY,,False,2022-07-01 00:00:00.000,2022-08-31 23:59:59.999,61,1762597501371776412
